,(mm),10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360,370,380,390,400,410,420,430,440,450,460,470,480,490,500,510,520,530,540,550,560,570,580,590,600,610,620,630,640,650,660,670,680,690,700,710,720,730,740,750,760,770,780,790,800,810,820,830,840,850,860,870,880,890,900,910,920,930,940,950,960,970,980,990,1000,1010,1020,1030,1040,1050,1060,1070,1080,1090,1100,1110,1120,1130,1140,1150,1160,1170,1180,1190,1200,1210,1220,1230,1240,1250,1260,1270,1280,1290,1300,1310,1320,1330,1340,1350,1360,1370,1380,1390,1400,1410,1420,1430,1440,1450,1460,1470,1480,1490,1500,1510,1520,1530,1540,1550,1560,1570,1580,1590,1600,1610,1620,1630,1640,1650,1660,1670,1680,1690,1700,1710,1720,1730,1740,1750,1760,1770,1780,1790,1800,1810,1820,1830,1840,1850,1860,1870,1880,1890,1900,1910,1920,1930,1940,1950,1960,1970,1980,1990,2000,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100,2110,2120,2130,2140,2150,2160,2170,2180,2190,2200,2210,2220,2230,2240,2250,2260,2270,2280,2290,2300,2310,2320,2330,2340,2350,2360,2370,2380,2390,2400,2410,2420,2430,2440,2450,2460,2470,2480,2490,2500,2510
0,10000,12.213,18.408,17.051,10.561,12.449,11.387,18.526,14.514,19.234,18.349,15.34,18.231,18.349,18.29,14.455,18.113,17.995,18.585,15.34,18.526,17.7,17.7,17.464,14.514,17.523,14.337,17.464,15.576,15.517,16.225,15.93,16.815,16.638,15.281,13.452,15.34,14.514,14.514,14.514,16.874,17.641,16.815,14.514,14.514,14.573,14.101,14.75,14.396,12.095,12.921,15.812,14.75,16.461,14.809,12.98,16.815,13.865,13.629,17.169,15.517,16.756,16.697,16.874,14.573,14.573,16.874,16.815,14.573,14.632,14.573,14.573,14.573,14.514,14.455,16.461,14.514,14.927,15.163,12.626,15.34,12.39,12.685,13.747,12.685,13.511,14.219,15.399,14.396,14.514,14.455,16.284,14.396,14.396,14.396,16.756,14.455,14.455,16.992,14.514,14.455,14.455,14.455,16.992,17.877,16.933,16.579,14.16,13.865,15.045,14.396,14.396,17.287,14.455,14.455,15.399,17.523,16.284,16.461,14.101,16.756,15.812,12.213,12.626,14.691,12.036,12.036,14.396,14.75,17.936,12.154,19.411,14.455,13.216,15.104,13.334,14.573,12.508,11.564,12.744,12.567,13.216,13.098,13.629,12.095,13.747,14.219,14.573,13.983,13.098,14.809,13.865,15.163,13.334,13.157,14.75,12.744,15.045,13.57,14.691,11.859,13.688,13.039,13.039,11.918,15.222,14.927,13.629,15.399,15.753,17.228,12.567,13.216,14.278,15.458,13.216,16.815,16.166,10.502,10.62,18.054,17.169,18.172,10.856,17.405,14.455,15.458,15.576,13.57,15.753,12.39,12.685,11.033,12.213,11.21,12.744,13.216,10.974,15.694,12.626,13.983,10.797,10.62,11.092,11.8,12.508,11.328,10.915,11.505,14.75,14.514,15.576,11.977,15.104,14.573,13.511,11.092,17.641,13.275,14.691,10.679,13.511,10.62,10.738,11.151,13.57,12.98,13.098,12.803,12.508,13.157,20.119,13.629,14.16,11.859,14.691,13.924,12.921,15.34,14.632,13.806,13.629,13.806,14.219,17.287,17.11,17.582,17.877,17.169,16.166,15.104,15.104
1,10010,11.564,12.154,16.579,12.036,17.346,12.272,18.585,15.399,18.29,18.349,18.29,19.352,18.408,18.349,18.172,18.172,18.054,17.818,17.759,17.759,17.759,15.281,17.464,17.405,15.576,16.638,16.107,13.983,13.334,15.517,15.753,16.992,13.983,16.933,14.514,16.992,16.933,14.514,16.815,16.874,16.756,16.815,16.756,14.514,14.514,14.396,14.16,13.865,12.685,13.983,14.868,12.567,14.337,14.514,13.216,13.924,15.399,16.52,10.443,14.573,16.697,14.573,14.573,14.514,16.697,14.573,16.815,14.632,16.638,14.573,14.573,14.573,16.638,16.638,16.048,15.753,13.57,12.98,13.747,13.334,15.281,13.747,13.039,12.449,14.927,14.16,15.694,14.455,16.52,14.455,16.697,14.396,14.455,14.396,16.343,16.402,14.455,17.11,14.573,17.169,17.051,16.992,16.933,16.874,16.874,14.396,14.278,14.278,14.337,16.579,16.697,15.222,15.222,16.225,14.337,16.52,17.7,15.694,14.337,13.983,14.632,13.806,14.927,15.222,12.98,15.34,12.862,12.803,15.045,20.473,16.756,14.573,13.216,13.983,11.859,11.741,12.095,13.157,12.744,13.039,14.691,15.281,13.098,16.638,14.278,15.812,16.166,14.809,14.632,14.632,14.396,16.638,14.337,13.865,17.169,13.629,15.045,13.098,15.045,15.635,15.222,14.101,12.626,14.986,15.104,15.104,13.57,13.511,15.104,17.464,12.98,14.573,13.393,15.576,15.753,12.744,15.871,16.874,16.52,16.461,17.582,17.169,17.169,17.169,14.632,15.576,15.458,16.343,16.225,14.042,13.747,11.328,12.449,11.623,10.62,11.977,13.275,14.927,13.393,14.809,10.974,12.331,11.033,12.272,11.682,11.092,11.623,10.915,13.688,13.157,12.508,12.331,11.564,13.511,13.688,12.154,12.213,12.567,11.446,11.21,13.57,11.8,12.98,13.039,12.98,13.747,12.98,12.331,13.275,12.567,12.331,10.915,14.396,14.986,13.924,13.865,13.157,13.452,14.809,15.104,15.163,13.865,16.933,17.228,19.647,18.526,16.992,17.287,16.933,16.697,16.52
2,10020,,13.688,16.52,17.818,11.092,15.045,18.467,18.349,18.408,18.408,18.29,18.467,19.175,18.172,18.29,18.172,18.054,15.34,16.815,17.877,14.514,17.464,18.231,14.278,14.691,13.098,16.343,16.225,15.871,15.458,11.387,15.93,16.579,17.346,17.759,15.222,14.514,16.815,16.933,16.815,14.514,16.756,14.514,14.514,14.514,14.455,14.337,14.101,13.747,13.098,13.806,11.682,14.75,11.918,14.986,13.039,15.576,18.998,14.927,16.697,19.588,14.514,14.573,14.573,16.815,14.573,16.815,14.632,16.756,14.632,14.573,16.638,14.514,14.278,14.986,15.871,15.458,13.157,13.629,12.508,12.272,11.977,13.688,12.508,12.626,14.809,16.402,14.573,14.455,14.455,15.281,14.396,18.703,16.402,16.343,16.343,14.455,14.455,14.514,17.11,14.514,16.933,16.874,16.874,14.396,14.337,14.396,14.337,14.337,14.396,16.579,16.461,14.337,16.225,17.346,16.52,16.461,14.337,17.759,16.52,16.343,16.107,13.216,13.865,15.517,13.216,13.039,15.753,14.278,20.119,17.818,13.334,14.455,14.042,11.328,11.269,13.157,13.098,13.688,14.868,13.275,15.163,15.576,14.514,13.511,16.461,17.287,15.871,15.989,15.104,15.163,15.163,14.75,16.402,16.166,16.284,16.284,14.927,16.343,15.34,16.992,16.225,15.281,15.34,14.514,14.75,15.222,16.461,16.284,14.396,14.75,13.098,16.225,16.992,14.396,13.806,10.62,16.225,16.579,17.169,13.865,13.924,14.101,17.405,16.933,16.815,16.461,16.402,15.576,11.623,13.334,13.157,12.213,10.561,13.098,13.334,10.738,12.449,11.21,14.16,13.57,14.219,13.334,14.809,13.452,10.797,12.98,11.328,15.281,13.452,14.868,12.862,15.222,12.98,14.868,13.747,12.095,12.685,13.865,12.39,13.393,12.449,12.036,12.744,12.449,10.856,10.561,10.797,12.862,15.399,12.39,14.101,13.511,10.561,13.924,12.744,14.042,12.803,11.387,14.691,17.641,11.505,17.7,17.523,15.93,17.877,18.054,17.523,16.697,18.467,14.16
3,10030,11.8,12.862,11.151,11.977,17.582,13.865,19.352,18.408,18.526,14.514,18.349,18.349,18.467,18.29,18.88,14.514,14.514,14.514,17.759,18.644,18.467,17.7,17.582,16.048,13.157,12.803,15.694,15.163,15.635,13.747,11.21,11.741,12.921,14.042,17.051,14.514,17.759,17.818,15.871,16.815,14.455,14.514,14.573,15.399,14.514,16.343,16.343,13.334,13.629,13.806,12.036,11.859,11.918,12.685,15.281,16.166,13.098,14.278,15.045,16.697,16.756,14.573,17.405,14.573,14.573,14.573,14.573,16.756,14.632,14.632,16.756,14.455,14.219,15.458,15.045,13.511,14.101,14.809,12.98,15.34,12.626,13.039,13.039,13.629,13.157,15.635,14.573,14.573,14.455,14.455,16.638,14.396,16.284,16.284,16.343,18.703,16.461,17.051,17.228,17.051,14.455,16.815,16.815,16.756,17.405,16.579,14.337,16.461,15.281,16.52,16.52,16.52,15.281,16.992,16.52,16.461,16.402,14.337,16.697,17.464,14.337,13.924,13.57,15.517,12.272,15.458,13.57,13.983,14.101,11.269,19.588,15.753,13.098,14.573,13.983,13.806,11.918,12.331,14.278,16.107,16.815,15.989,15.281,16.402,14.337,15.222,17.228,16.225,15.163,15.281,14.396,16.402,16.343,14.986,16.402,16.461,16.52,14.337,16.402,16.402,16.756,13.334,16.638,15.753,15.635,18.821,15.871,15.871,14.809,14.75,14.396,15.163,14.337,16.638,17.582,17.582,17.464,16.638,16.52,15.812,13.806,16.343,17.287,17.287,17.523,17.582,16.933,16.225,15.399,14.868,11.446,15.399,11.623,10.62,12.154,10.561,12.567,11.918,12.036,10.561,10.856,10.62,10.561,12.449,14.632,11.033,13.275,13.688,15.989,14.986,14.514,15.045,15.163,13.393,13.924,12.921,12.626,13.157,14.573,13.098,14.042,13.629,11.859,13.865,11.918,14.632,13.57,12.449,12.744,13.57,12.39,13.157,14.219,11.8,12.036,12.862,13.57,12.449,13.452,13.511,15.576,17.169,17.228,16.638,16.461,16.697,18.408,18.231,17.287,16.461,15.812
4,10040,12.449,13.039,12.272,12.272,18.172,19.116,18.467,18.526,18.467,19.411,14.337,19.293,20.119,18.29,14.396,18.88,17.877,14.455,18.703,17.818,17.759,18.526,14.514,12.862,13.57,16.166,16.225,15.104,12.331,11.21,14.16,15.517,15.163,13.924,17.11,14.396,17.818,16.874,14.514,16.756,16.874,16.874,16.874,14.573,15.399,14.16,13.983,15.163,13.334,12.567,13.393,11.918,12.626,13.924,14.868,13.806,16.638,14.927,16.697,16.638,17.759,14.573,16.697,14.573,16.815,16.933,16.756,16.815,14.573,16.697,16.52,14.396,14.868,12.685,13.57,16.343,15.281,11.8,12.862,12.39,11.859,13.098,12.862,15.104,16.579,18.172,14.573,14.514,14.514,16.697,14.455,14.455,14.455,16.343,18.703,16.343,16.461,14.455,14.514,16.52,16.992,14.455,16.756,16.697,14.337,14.337,14.396,14.337,16.579,16.579,14.396,15.222,15.281,16.402,15.222,14.337,14.278,14.278,16.697,15.576,14.337,14.101,13.629,14.691,15.753,13.275,13.452,15.045,14.927,18.703,17.405,15.045,14.042,14.868,13.275,12.213,14.042,13.511,16.284,16.166,16.402,16.461,15.281,16.402,16.343,15.281,17.287,15.222,15.34,15.281,16.52,15.222,15.34,16.52,15.34,15.163,14.278,16.52,16.579,16.52,16.461,17.11,15.163,15.989,15.989,16.048,16.166,15.281,15.222,15.281,15.281,17.287,16.815,16.815,16.756,17.641,14.455,16.638,17.523,17.464,13.511,18.349,17.169,14.573,16.933,16.992,14.16,17.051,16.166,14.573,15.163,13.216,12.449,13.039,12.39,20.237,12.154,12.862,13.098,12.036,11.564,10.915,14.16,14.514,11.918,11.564,13.57,14.632,12.154,12.803,12.331,16.638,11.977,15.34,15.163,13.039,13.157,14.455,15.104,14.691,12.095,12.98,11.033,13.216,14.101,13.098,13.334,12.921,11.092,12.921,18.821,11.918,10.62,11.092,11.387,12.036,12.213,12.685,13.511,13.157,13.983,15.93,17.7,17.11,18.29,18.349,17.818,18.88,16.697,19.175,15.93
5,10050,16.874,17.877,17.11,12.508,18.526,18.644,14.573,18.526,18.29,18.231,14.278,15.458,17.936,18.939,17.877,17.818,18.054,15.281,14.514,17.818,18.526,18.526,17.7,13.747,17.051,14.514,16.933,13.216,16.107,16.579,11.977,15.34,15.93,15.93,14.337,14.632,16.756,16.756,15.34,14.455,14.514,16.874,14.514,14.514,14.396,15.458,13.924,13.865,12.98,13.865,13.157,12.213,11.859,13.275,14.101,14.986,14.809,17.346,16.874,17.582,16.756,14.573,16.697,14.573,14.573,14.632,14.573,14.691,14.632,14.632,14.514,13.629,18.349,15.517,13.275,14.042,12.449,13.806,14.809,11.623,12.803,12.508,12.626,13.452,15.576,14.514,14.514,16.638,14.514,14.396,16.343,14.396,16.284,16.284,18.526,16.343,16.461,16.579,14.573,17.051,17.051,18.172,16.579,16.697,16.697,14.396,16.461,14.396,16.638,16.579,16.461,15.281,15.222,15.281,20.001,15.104,14.278,15.163,16.638,14.396,14.337,13.983,16.225,13.334,13.157,13.452,13.983,14.868,17.936,20.473,18.762,14.337,17.877,13.747,15.399,13.806,15.163,14.278,15.753,14.16,15.222,15.281,15.281,16.343,16.284,14.337,17.228,16.402,12.744,16.579,18.054,16.992,17.995,16.402,16.343,14.278,15.222,16.461,16.52,16.461,16.461,16.343,15.222,15.281,16.166,16.107,16.107,17.228,14.396,16.402,16.402,17.405,15.163,15.222,17.523,16.638,17.582,17.523,14.396,17.641,17.523,16.815,17.641,17.523,17.7,16.933,14.75,16.225,14.219,15.34,14.455,12.626,12.213,10.561,10.974,12.095,12.154,12.095,13.688,11.446,14.337,15.517,14.691,14.868,11.387,12.036,13.511,14.514,12.98,15.281,15.399,12.449,15.576,12.744,12.862,14.337,12.213,13.334,11.623,11.033,13.629,12.036,10.856,11.151,10.915,12.921,12.685,12.449,14.042,18.939,12.803,12.095,12.626,18.054,11.918,11.328,12.744,19.116,12.862,13.216,14.809,14.809,15.104,15.812,19.057,16.992,18.113,17.759,16.992,17.464,15.576
6,10060,17.464,12.331,12.567,17.936,14.573,14.986,18.349,18.172,18.349,15.222,18.29,14.337,14.396,14.337,15.163,14.101,14.042,14.337,17.405,15.399,18.054,17.641,14.455,13.806,14.278,15.694,13.57,14.514,15.34,13.039,15.989,16.225,16.402,17.936,15.458,12.567,16.815,15.399,14.514,16.933,19.529,14.514,15.399,14.514,14.455,16.52,14.514,13.393,13.275,13.57,13.334,11.918,11.682,11.741,16.166,16.461,16.166,14.101,14.396,16.756,15.399,16.638,16.697,14.514,14.573,14.573,16.697,14.632,14.573,14.632,14.337,14.16,13.806,15.753,15.812,13.806,10.915,13.452,13.334,10.856,11.859,15.34,14.986,14.75,14.455,16.756,14.455,16.402,14.514,14.396,14.455,14.455,14.455,18.703,16.697,16.402,16.461,14.455,14.514,14.514,15.34,16.933,16.933,16.756,16.638,14.396,14.396,14.396,14.396,14.396,16.52,14.337,15.281,14.337,17.7,16.402,15.163,14.278,16.579,14.337,15.635,15.989,15.045,13.57,13.57,13.983,14.101,14.986,17.641,14.927,12.744,14.75,15.871,15.635,16.933,16.992,14.514,15.93,15.281,16.107,18.644,15.281,15.222,15.163,16.402,15.222,16.225,16.225,15.399,16.579,17.877,16.579,17.995,16.461,16.402,15.163,14.337,14.337,17.287,17.169,17.228,15.34,16.284,15.281,16.107,15.222,17.051,15.281,15.34,16.402,16.52,16.638,14.455,14.396,16.756,17.582,17.582,16.697,16.697,16.874,17.641,14.455,17.11,17.759,17.641,17.641,16.579,16.166,16.579,11.269,12.744,11.328,14.75,13.157,11.21,12.095,11.446,11.446,11.033,10.915,14.691,14.927,14.986,15.694,13.629,10.797,14.042,14.337,15.281,14.868,15.281,16.874,16.638,15.517,14.75,13.806,12.921,13.157,12.39,13.806,14.809,14.514,11.151,13.629,16.107,12.154,12.095,13.688,10.974,13.57,12.272,12.154,12.567,12.921,12.095,13.57,13.452,11.387,13.039,13.747,12.154,13.806,13.688,16.343,18.113,15.989,16.874,17.346,16.933,11.328,17.228
7,10070,12.331,17.523,16.697,16.874,18.231,16.402,17.523,17.759,13.865,18.054,19.057,18.231,18.29,15.281,17.7,14.219,16.815,16.697,17.582,14.455,14.514,17.405,17.228,14.101,13.806,14.632,13.983,15.281,16.874,17.818,17.641,16.933,17.759,17.523,17.7,16.874,17.7,15.34,17.7,16.815,16.756,14.514,16.815,16.638,14.573,14.396,13.57,13.511,13.275,15.399,16.107,14.101,12.213,11.859,13.452,13.098,16.166,17.169,17.464,17.405,17.523,15.399,14.514,16.579,14.573,14.514,14.514,15.458,14.514,14.514,14.278,13.629,12.803,13.157,13.57,11.859,13.747,14.042,13.098,11.387,11.918,12.685,14.809,14.514,14.514,14.514,14.573,14.514,14.396,14.455,14.396,15.34,14.396,14.396,14.455,14.455,14.455,14.514,14.514,16.874,16.992,14.396,16.874,16.756,16.579,14.396,16.579,16.52,14.455,16.402,16.402,15.281,15.281,15.281,16.343,16.815,15.93,16.815,14.337,14.219,14.337,14.337,15.104,16.52,15.045,14.16,15.281,15.281,17.877,10.502,19.588,13.57,18.113,16.756,14.75,13.865,15.222,16.343,17.287,15.222,15.34,18.644,16.225,16.284,16.343,17.228,15.34,16.461,15.34,12.744,16.992,16.52,18.113,16.343,16.284,15.222,16.461,16.461,17.228,17.228,16.402,15.281,15.34,16.284,16.048,15.222,16.225,17.11,17.11,16.343,16.461,16.52,15.222,16.756,17.582,17.641,17.641,17.641,17.641,17.641,17.641,16.874,17.818,17.877,17.877,17.759,14.396,14.278,17.051,17.11,16.166,14.219,11.918,13.924,13.275,11.8,12.39,11.328,12.331,11.092,14.101,10.797,12.626,12.036,11.328,13.039,13.275,13.334,11.859,13.629,13.157,15.281,13.806,14.986,11.682,14.278,13.629,10.797,13.334,14.396,14.455,16.343,13.039,12.508,11.623,11.387,11.741,13.098,12.449,12.331,12.154,12.213,12.095,12.39,12.331,12.331,13.157,12.98,12.744,12.862,12.095,11.505,10.561,16.815,15.871,17.405,17.11,19.057,16.284,19.116,16.756
8,10080,11.977,16.343,17.11,17.464,14.101,13.688,17.169,17.051,18.408,17.523,18.998,18.408,14.396,14.455,17.877,18.172,15.93,18.349,15.281,20.001,17.582,17.405,13.983,14.514,14.514,12.921,12.685,17.877,15.399,16.284,17.051,17.7,14.396,15.517,14.396,16.815,14.455,15.281,18.703,14.455,17.7,14.514,16.756,17.759,14.396,13.747,13.275,13.275,13.216,13.098,13.334,13.924,11.505,11.387,12.095,14.691,16.461,14.219,17.523,15.517,16.52,14.455,14.573,19.47,14.514,14.514,14.573,14.573,14.573,14.573,14.16,13.865,12.921,14.632,13.452,13.57,14.278,11.564,11.918,11.564,13.157,14.16,14.514,14.514,14.455,17.287,14.573,14.455,16.579,14.455,14.455,14.396,16.697,16.697,16.638,14.455,16.815,16.874,14.514,14.455,14.455,17.051,14.455,14.337,16.815,16.697,16.638,16.579,14.396,16.52,16.579,16.52,14.396,14.278,16.933,15.222,14.278,16.402,14.278,14.337,14.337,14.278,15.163,15.104,17.228,14.219,14.337,14.337,14.101,20.414,19.647,13.983,15.281,17.405,14.219,16.343,15.222,16.225,17.995,16.343,17.877,15.34,16.343,16.697,16.284,17.11,15.163,15.281,15.399,19.529,14.455,18.998,16.52,16.461,16.284,15.222,15.222,16.343,16.461,17.228,16.343,16.284,15.281,16.166,16.107,14.337,17.051,17.11,15.34,16.284,16.402,16.52,16.638,14.396,14.455,16.815,17.641,17.7,17.582,17.7,17.7,17.7,14.455,17.936,17.877,17.759,16.933,14.337,14.455,16.461,16.225,14.219,15.281,12.213,14.573,11.387,13.629,15.163,13.924,11.092,14.16,13.629,11.446,15.281,14.278,11.269,14.16,12.272,13.216,12.685,15.989,16.815,14.573,13.806,16.52,15.458,13.334,12.685,14.809,13.039,13.452,12.626,13.098,13.688,13.865,12.567,12.154,13.275,13.452,12.508,12.803,12.154,12.154,12.921,13.098,12.449,13.511,13.275,12.98,13.216,13.393,14.396,14.455,14.927,18.113,15.163,16.284,17.228,18.172,16.815,15.694
